month,day,temp_mean,temp_accum,flower_status
3,1,2.4,2.4,1
3,2,-2.4,0,1
3,3,-4,-4,1
3,4,-1.1,-5.1,1
3,5,0.3,-4.8,1
3,6,4.4,-0.4,1
3,7,5,4.6,1
3,8,0,4.6,1
3,9,-1.3,3.3,1
3,10,1.4,4.7,1
3,11,0.2,4.9,1
3,12,-0.1,4.8,1
3,13,2,6.8,1
3,14,3.2,10,1
3,15,2.8,12.8,1
3,16,1.5,14.3,1
3,17,-0.4,13.9,1
3,18,2.3,16.2,1
3,19,2.4,18.6,1
3,20,3.8,22.4,1
3,21,4.8,27.2,1
3,22,3.6,30.8,1
3,23,1.5,32.3,1
3,24,0,32.3,1
3,25,6.1,38.4,1
3,26,3.9,42.3,1
3,27,2.9,45.2,1
3,28,6.8,52,1
3,29,11,63,1
3,30,5.7,68.7,1
3,31,2.3,71,1
4,1,6.1,77.1,1
4,2,5.7,82.8,1
4,3,7.5,90.3,1
4,4,7.4,97.7,1
4,5,6.6,104.3,1
4,6,8.2,112.5,1
4,7,7.9,120.4,1
4,8,8.7,129.1,1
4,9,9.3,138.4,1
4,10,9.7,148.1,1
4,11,4.8,152.9,1
4,12,3.5,156.4,1
4,13,5.3,161.7,1
4,14,5.6,167.3,1
4,15,4.1,171.4,1
4,16,4.5,175.9,1
4,17,6.9,182.8,1
4,18,8.5,191.3,1
4,19,8.5,199.8,1
4,20,7.4,207.2,1
4,21,9.5,216.7,1
4,22,10.9,227.6,2
4,23,5.9,233.5,2
4,24,5.4,238.9,2
4,25,9.5,248.4,2
4,26,12.4,260.8,2
4,27,15,275.8,2
4,28,16.4,292.2,3
4,29,14.9,307.1,3
4,30,12,319.1,3
5,1,11.2,330.3,4
5,2,16.7,347,4
5,3,14.1,361.1,4
5,4,15.5,376.6,4
5,5,13.5,390.1,4
5,6,13.7,403.8,4
5,7,10.5,414.3,4
5,8,13.7,428,4
5,9,12.2,440.2,4
5,10,15.9,456.1,4
5,11,14.6,470.7,4
5,12,12.4,483.1,4
5,13,15.1,498.2,4
5,14,15.6,513.8,4
5,15,17.5,531.3,4
5,16,18.8,550.1,4
5,17,16.3,566.4,4
5,18,15.1,581.5,4
5,19,13.3,594.8,4
5,20,9.8,604.6,4
5,21,11,615.6,4
5,22,10.6,626.2,4
5,23,12,638.2,4
5,24,14.8,653,4
5,25,12.7,665.7,4
5,26,10.6,676.3,4
5,27,10.8,687.1,4
5,28,13.8,700.9,4
5,29,13.9,714.8,4
5,30,16,730.8,4
5,31,12.3,743.1,4
3,1,0.8,0.8,1
3,2,3.1,3.9,1
3,3,4.3,8.2,1
3,4,2,10.2,1
3,5,1.7,11.9,1
3,6,3.7,15.6,1
3,7,1.1,16.7,1
3,8,2.2,18.9,1
3,9,1.8,20.7,1
3,10,-1.2,19.5,1
3,11,0.6,20.1,1
3,12,2.2,22.3,1
3,13,4,26.3,1
3,14,3.8,30.1,1
3,15,-0.3,29.8,1
3,16,-2.9,26.9,1
3,17,-1.8,25.1,1
3,18,1.2,26.3,1
3,19,6.5,32.8,1
3,20,6.6,39.4,1
3,21,2.1,41.5,1
3,22,0.9,42.4,1
3,23,0.9,43.3,1
3,24,4.1,47.4,1
3,25,6.5,53.9,1
3,26,6.9,60.8,1
3,27,6.8,67.6,1
3,28,8.5,76.1,1
3,29,12.4,88.5,1
3,30,8.2,96.7,1
3,31,4.5,101.2,1
4,1,2.1,103.3,1
4,2,1.3,104.6,1
4,3,4.3,108.9,1
4,4,7.5,116.4,1
4,5,10.5,126.9,1
4,6,10.2,137.1,1
4,7,9.9,147,1
4,8,9,156,1
4,9,9.1,165.1,1
4,10,10,175.1,1
4,11,10.8,185.9,1
4,12,9.5,195.4,1
4,13,19.1,214.5,1
4,14,13.2,227.7,2
4,15,7.9,235.6,2
4,16,9.3,244.9,2
4,17,8.9,253.8,2
4,18,10.3,264.1,2
4,19,13.1,277.2,2
4,20,17.8,295,3
4,21,21,316,3
4,22,20.2,336.2,4
4,23,20.5,356.7,4
4,24,19.1,375.8,4
4,25,11.2,387,4
4,26,8.9,395.9,4
4,27,8.8,404.7,4
4,28,11.7,416.4,4
4,29,14,430.4,4
4,30,10.1,440.5,4
5,1,11.5,452,4
5,2,20.4,472.4,4
5,3,12.2,484.6,4
5,4,11,495.6,4
5,5,13.4,509,4
5,6,15.4,524.4,4
5,7,15.4,539.8,4
5,8,10.3,550.1,4
5,9,13.2,563.3,4
5,10,11.9,575.2,4
5,11,10.8,586,4
5,12,12.3,598.3,4
5,13,14.1,612.4,4
5,14,12.1,624.5,4
5,15,15.3,639.8,4
5,16,18.4,658.2,4
5,17,19.2,677.4,4
5,18,19.7,697.1,4
5,19,18,715.1,4
5,20,15.8,730.9,4
5,21,17.7,748.6,4
5,22,16.4,765,4
5,23,17.9,782.9,4
5,24,17.2,800.1,4
5,25,14.4,814.5,4
5,26,14.7,829.2,4
5,27,16.4,845.6,4
5,28,16.6,862.2,4
5,29,21.1,883.3,4
5,30,19.7,903,4
5,31,17.3,920.3,4
3,1,2,2,1
3,2,2.2,4.2,1
3,3,2.6,6.8,1
3,4,2.2,9,1
3,5,1.9,10.9,1
3,6,-1.7,9.2,1
3,7,-1.4,7.8,1
3,8,-1.7,6.1,1
3,9,-1.3,4.8,1
3,10,-0.1,4.7,1
3,11,-1.6,3.1,1
3,12,-3.4,-0.3,1
3,13,-0.6,-0.9,1
3,14,5.7,4.8,1
3,15,2.6,7.4,1
3,16,2.9,10.3,1
3,17,4.2,14.5,1
3,18,8,22.5,1
3,19,2.8,25.3,1
3,20,0.1,25.4,1
3,21,-0.7,24.7,1
3,22,0.9,25.6,1
3,23,-0.5,25.1,1
3,24,4,29.1,1
3,25,4.7,33.8,1
3,26,6.5,40.3,1
3,27,4.1,44.4,1
3,28,-0.9,43.5,1
3,29,-3.3,40.2,1
3,30,-0.5,39.7,1
3,31,1.1,40.8,1
4,1,8.1,48.9,1
4,2,4.4,53.3,1
4,3,2,55.3,1
4,4,4.7,60,1
4,5,5,65,1
4,6,3.5,68.5,1
4,7,0.6,69.1,1
4,8,1.8,70.9,1
4,9,6.4,77.3,1
4,10,9.1,86.4,1
4,11,8.1,94.5,1
4,12,10.9,105.4,1
4,13,10.5,115.9,1
4,14,7.8,123.7,1
4,15,6.8,130.5,1
4,16,11.1,141.6,1
4,17,10,151.6,1
4,18,10.4,162,1
4,19,11.9,173.9,1
4,20,12.1,186,1
4,21,8.2,194.2,1
4,22,10.7,204.9,2
4,23,15.3,220.2,2
4,24,13.7,233.9,2
4,25,10.9,244.8,2
4,26,12.1,256.9,2
4,27,14.2,271.1,3
4,28,8.4,279.5,4
4,29,8,287.5,4
4,30,10,297.5,4
5,1,13.9,311.4,4
5,2,12.8,324.2,4
5,3,12.2,336.4,4
5,4,13.5,349.9,4
5,5,11.4,361.3,4
5,6,11,372.3,4
5,7,13.1,385.4,4
5,8,11.3,396.7,4
5,9,12.8,409.5,4
5,10,11,420.5,4
5,11,11,431.5,4
5,12,14.8,446.3,4
5,13,15.8,462.1,4
5,14,11.9,474,4
5,15,10.5,484.5,4
5,16,11,495.5,4
5,17,11.6,507.1,4
5,18,14.1,521.2,4
5,19,15.5,536.7,4
